"name","avg_score","n","tier","role"
"Kate Greenhouse",6.1,1,"Medium","Actor"
"Kate Hudson",6.25,8,"Medium","Actor"
"Kate Mara",6.95,2,"Medium","Actor"
"Kate McNeil",6.1,2,"Medium","Actor"
"Kate Nauta",6.3,1,"Medium","Actor"
"Kate Walsh",5.5,1,"Lower","Actor"
"Kate Winslet",7.42307692307692,13,"Medium","Actor"
"Katee Sackhoff",6.4,1,"Medium","Actor"
"Katharine Hepburn",7.5,4,"Medium","Actor"
"Katharine Isabelle",6.8,1,"Medium","Actor"
"Katherine Heigl",6.18333333333333,6,"Medium","Actor"
"Katherine Helmond",8,1,"Top","Actor"
"Katheryn Winnick",5.2,1,"Lower","Actor"
"Kathleen Quinlan",6.55,2,"Medium","Actor"
"Kathleen Turner",6.62,5,"Medium","Actor"
"Kathryn Beaumont",7.4,1,"Medium","Actor"
"Kathryn Grayson",7,1,"Medium","Actor"
"Kathryn Hahn",6.3,1,"Medium","Actor"
"Kathryn Morris",6.4,1,"Medium","Actor"
"Kathryn Mullen",7.2,1,"Medium","Actor"
"Kathy Baker",6.9,1,"Medium","Actor"
"Kathy Bates",6.78333333333333,6,"Medium","Actor"
"Kathy Burke",7.4,1,"Medium","Actor"
"Kathy Najimy",5.65,2,"Lower","Actor"
"Kati Outinen",7.6,1,"Medium","Actor"
"Katie Cassidy",5.7,1,"Lower","Actor"
"Katie Chang",5.7,1,"Lower","Actor"
"Katie Couric",7.7,1,"Medium","Actor"
"Katie Featherston",6.15,2,"Medium","Actor"
"Katie Holmes",5.42,5,"Lower","Actor"
"Katie Jarvis",7.3,1,"Medium","Actor"
"Katie Sagona",6.5,1,"Medium","Actor"
"Katrina Bowden",7.6,1,"Medium","Actor"
"Kayvan Novak",7.3,1,"Medium","Actor"
"Keanu Reeves",6.78181818181818,22,"Medium","Actor"
"Keeley Hawes",7.4,1,"Medium","Actor"
"Keenan Wynn",7.5,1,"Medium","Actor"
"Keenen Ivory Wayans",5.3,1,"Lower","Actor"
"Keir Dullea",8.3,1,"Top","Actor"
"Keir Gilchrist",7.2,1,"Medium","Actor"
"Keir ODonnell",5.2,2,"Lower","Actor"
"Keira Knightley",6.98,10,"Medium","Actor"
"Keisha Castle-Hughes",7.2,2,"Medium","Actor"
"Keith David",7.125,4,"Medium","Actor"
"Keke Palmer",6.7,1,"Medium","Actor"
"Kelan Pannell",6.5,1,"Medium","Actor"
"Kellan Lutz",6.1,1,"Medium","Actor"
"Kelli Maroney",5.9,2,"Lower","Actor"
"Kelly Hu",5.6,2,"Lower","Actor"
"Kelly LeBrock",5.6,1,"Lower","Actor"
"Kelly Lynch",6.4,3,"Medium","Actor"
"Kelly Macdonald",6.66666666666667,3,"Medium","Actor"
"Kelly McGillis",6.96666666666667,3,"Medium","Actor"
"Kelly Preston",6.1,5,"Medium","Actor"
"Kelly Reilly",7.2,2,"Medium","Actor"
"Ken Carpenter",5.4,1,"Lower","Actor"
"Ken Davitian",7.3,1,"Medium","Actor"
"Ken Foree",6.8,1,"Medium","Actor"
"Ken Jeong",6.4,1,"Medium","Actor"
"Ken Kirzinger",5.8,1,"Lower","Actor"
"Ken Leung",6.9,1,"Medium","Actor"
"Ken Marshall",6,1,"Medium","Actor"
"Ken Olandt",4.6,1,"Lower","Actor"
"Ken Sagoes",5.6,1,"Lower","Actor"
"Ken Watanabe",7.7,1,"Medium","Actor"
"Kenneth Branagh",6.75714285714286,7,"Medium","Actor"
"Kent McCord",5.9,1,"Lower","Actor"
"Keri Russell",6.825,4,"Medium","Actor"
"Kerr Smith",6.15,2,"Medium","Actor"
"Kerry Washington",6.95,2,"Medium","Actor"
"Kevin Anderson",6,1,"Medium","Actor"
"Kevin Bacon",6.54666666666667,15,"Medium","Actor"
"Kevin Bernhardt",5.4,1,"Lower","Actor"
"Kevin Breznahan",7.2,1,"Medium","Actor"
"Kevin Brophy",2.8,1,"Poor","Actor"
"Kevin Chapman",6.2,1,"Medium","Actor"
"Kevin Conroy",7.33333333333333,3,"Medium","Actor"
"Kevin Corrigan",6.4,1,"Medium","Actor"
"Kevin Costner",6.93684210526316,19,"Medium","Actor"
"Kevin Dillon",6.3,1,"Medium","Actor"
"Kevin Durand",5.1,1,"Lower","Actor"
"Kevin Hart",4.2,1,"Lower","Actor"
"Kevin Heffernan",5.6,1,"Lower","Actor"
"Kevin James",5.85,4,"Lower","Actor"
"Kevin Kline",6.79090909090909,11,"Medium","Actor"
"Kevin McCarthy",7.8,1,"Medium","Actor"
"Kevin McKidd",6.9,2,"Medium","Actor"
"Kevin Nealon",5.4,1,"Lower","Actor"
"Kevin Peter Hall",6.2,1,"Medium","Actor"
"Kevin Pollak",6.15,2,"Medium","Actor"
"Kevin Smith",6.9,1,"Medium","Actor"
"Kevin Spacey",7.22857142857143,14,"Medium","Actor"
"Kevin Tighe",5.9,1,"Lower","Actor"
"Kevin Zegers",5.95,4,"Lower","Actor"
"Khalid Abdalla",7.6,1,"Medium","Actor"
"Kiefer Sutherland",6.63636363636364,11,"Medium","Actor"
"Kieran Culkin",7,1,"Medium","Actor"
"Kieron Moore",6.2,1,"Medium","Actor"
"Kierston Wareing",7.3,1,"Medium","Actor"
"Kim Basinger",6.58,5,"Medium","Actor"
"Kim Cattrall",6.5,3,"Medium","Actor"
"Kim Greist",6.7,2,"Medium","Actor"
"Kim Hunter",7.1,4,"Medium","Actor"
"Kim Novak",8.5,1,"Top","Actor"
"Kim Rossi Stuart",7.2,1,"Medium","Actor"
"Kim Staunton",6.5,1,"Medium","Actor"
"King Donovan",7.8,1,"Medium","Actor"
"Kip Pardue",4.4,1,"Lower","Actor"
"Kirby Heyborne",6.9,1,"Medium","Actor"
"Kirk Douglas",7.58,5,"Medium","Actor"
"Kirsten Dunst",6.67058823529412,17,"Medium","Actor"
"Kirstie Alley",6.6,2,"Medium","Actor"
"Kit Harington",5.7,1,"Lower","Actor"
"Kitty Winn",7.1,1,"Medium","Actor"
"Klaus Maria Brandauer",6.66666666666667,3,"Medium","Actor"
"Kodi Smit-McPhee",7.15,2,"Medium","Actor"
"Konkona Sen Sharma",7.6,1,"Medium","Actor"
"Kostja Ullmann",7.6,1,"Medium","Actor"
"Kris Kristofferson",6.8125,8,"Medium","Actor"
"Kris Lemche",6.8,1,"Medium","Actor"
"Kristen Bell",6.06,5,"Medium","Actor"
"Kristen Connolly",7.1,1,"Medium","Actor"
"Kristen Miller",7.2,1,"Medium","Actor"
"Kristen Stewart",5.91818181818182,11,"Lower","Actor"
"Kristen Wiig",6.58,5,"Medium","Actor"
"Kristen Wilson",4.6,1,"Lower","Actor"
"Kristin Chenoweth",6.8,1,"Medium","Actor"
"Kristin Davis",4.1,1,"Lower","Actor"
"Kristin Kreuk",3.7,1,"Poor","Actor"
"Kristin Minter",2.8,1,"Poor","Actor"
"Kristin Scott Thomas",6.4625,8,"Medium","Actor"
"Kristoffer Joner",6.6,1,"Medium","Actor"
"Kristy McNichol",7.2,1,"Medium","Actor"
"Kristy Swanson",5,3,"Lower","Actor"
"Krysten Ritter",5.8,1,"Lower","Actor"
"Kuno Becker",6.35,2,"Medium","Actor"
"Kurt Fuller",7.7,1,"Medium","Actor"
"Kurt Russell",6.72,15,"Medium","Actor"
"Kurtwood Smith",6.4,2,"Medium","Actor"
"Kyle MacLachlan",6.64,5,"Medium","Actor"
"Kyra Sedgwick",6.3,2,"Medium","Actor"
"L. Scott Caldwell",6.9,1,"Medium","Actor"
"Lainie Kazan",6.6,1,"Medium","Actor"
"Lake Bell",6.03333333333333,3,"Medium","Actor"
"Lambert Wilson",7.2,1,"Medium","Actor"
"Lana Turner",7.8,1,"Medium","Actor"
"Lance Guest",6.7,1,"Medium","Actor"
"Lance Henriksen",6.06,5,"Medium","Actor"
"Lane Smith",6.15,2,"Medium","Actor"
"Lara Dutta",6,1,"Medium","Actor"
"Larenz Tate",6.8,2,"Medium","Actor"
"Larry Bagby",6.9,1,"Medium","Actor"
"Larry David",7.2,1,"Medium","Actor"
"Larry Miller",4.3,1,"Lower","Actor"
"Larry the Cable Guy",6.4,1,"Medium","Actor"
"Lars Hanson",8.1,1,"Top","Actor"
"Laura Dern",7.24,5,"Medium","Actor"
"Laura Harring",8,1,"Top","Actor"
"Laura Harrington",5.3,1,"Lower","Actor"
"Laura Linney",6.95714285714286,7,"Medium","Actor"
"Lauren Ambrose",6.55,2,"Medium","Actor"
"Lauren Bacall",6.825,4,"Medium","Actor"
"Lauren Bittner",5.9,1,"Lower","Actor"
"Lauren Bowles",3.2,1,"Poor","Actor"
"Lauren German",5.6,2,"Lower","Actor"
"Lauren Graham",5.4,1,"Lower","Actor"
"Lauren Holly",7.15,2,"Medium","Actor"
"Lauren Tom",7.6,1,"Medium","Actor"
"Laurence Fishburne",6.9,9,"Medium","Actor"
"Laurence Harvey",7.5,2,"Medium","Actor"
"Laurence Olivier",7.6,6,"Medium","Actor"
"Laurie Holden",6.9,2,"Medium","Actor"
"Laurie Metcalf",6.9,1,"Medium","Actor"
"Lea Thompson",7.53333333333333,3,"Medium","Actor"
"Leandro Firmino",8.7,1,"Top","Actor"
"Lee Evans",6.3,1,"Medium","Actor"
"Lee Grant",5.5,1,"Lower","Actor"
"Lee J. Cobb",7.43333333333333,3,"Medium","Actor"
"Lee Marvin",7.65,2,"Medium","Actor"
"Lee Remick",7.6,1,"Medium","Actor"
"Lee Van Cleef",8.1,2,"Top","Actor"
"Leelee Sobieski",6.2,4,"Medium","Actor"
"Leighton Meester",4.8,1,"Lower","Actor"
"Leland Orser",6.2,2,"Medium","Actor"
"Lena Endre",7.8,1,"Medium","Actor"
"Lena Headey",6.825,4,"Medium","Actor"
"Lena Olin",6.46666666666667,3,"Medium","Actor"
"Lennie Loftin",5.9,1,"Lower","Actor"
"Leo Genn",7.3,2,"Medium","Actor"
"Leo McKern",6.8,2,"Medium","Actor"
"Leon Robinson",6.8,1,"Medium","Actor"
"Leonard Nimoy",7.75,2,"Medium","Actor"
"Leonardo Cimino",6.6,1,"Medium","Actor"
"Leonardo DiCaprio",7.725,16,"Medium","Actor"
"Leonor Varela",5.9,1,"Lower","Actor"
"Lesley Ann Warren",7.1,1,"Medium","Actor"
"Lesley Manville",7.3,1,"Medium","Actor"
"Lesley-Anne Down",7.1,2,"Medium","Actor"
"Leslie Banks",7.3,1,"Medium","Actor"
"Leslie Mann",6.35,8,"Medium","Actor"
"Leslie Nielsen",6.36666666666667,6,"Medium","Actor"
"LeVar Burton",6.4,1,"Medium","Actor"
"Levon Helm",7.5,1,"Medium","Actor"
"Lew Ayres",8.1,1,"Top","Actor"
"Lewis Stone",8,1,"Top","Actor"
"Lexa Doig",4.3,1,"Lower","Actor"
"Liam Cunningham",7.7,1,"Medium","Actor"
"Liam Hemsworth",7.36666666666667,3,"Medium","Actor"
"Liam James",7.4,1,"Medium","Actor"
"Liam Neeson",6.89411764705882,17,"Medium","Actor"
"Liana Liberato",6.55,2,"Medium","Actor"
"Libero De Rienzo",7.2,1,"Medium","Actor"
"Liesel Matthews",7.7,1,"Medium","Actor"
"Liev Schreiber",6.725,4,"Medium","Actor"
"Lila Kedrova",6.7,1,"Medium","Actor"
"Lili Taylor",7.6,1,"Medium","Actor"
"Lilia Skala",6.6,2,"Medium","Actor"
"Lillian Gish",7.45,2,"Medium","Actor"
"Lillo Brancato",7.8,1,"Medium","Actor"
"Lily Collins",5.8,2,"Lower","Actor"
"Linda Blair",5.85,2,"Lower","Actor"
"Linda Fiorentino",7.26666666666667,3,"Medium","Actor"
"Linda Hamilton",6.44,5,"Medium","Actor"
"Linda Haynes",7.1,1,"Medium","Actor"
"Linda Hunt",7.2,1,"Medium","Actor"
"Linda Kozlowski",5.6,2,"Lower","Actor"
"Linda Larkin",8,1,"Top","Actor"
"Linda Miller",6.5,1,"Medium","Actor"
"Lindsay Crouse",6.1,2,"Medium","Actor"
"Lindsay Frost",5.9,1,"Lower","Actor"
"Lindsay Lohan",6.2,5,"Medium","Actor"
"Lindy Booth",5.9,1,"Lower","Actor"
"Linh Đan Phạm",7.9,1,"Medium","Actor"
"Lionel Barrymore",8.23333333333333,3,"Top","Actor"
"Lisa Blount",6.7,1,"Medium","Actor"
"Lisa Bonet",7.4,1,"Medium","Actor"
"Lisa Eichhorn",6.9,1,"Medium","Actor"
"Lisa Kudrow",6,4,"Medium","Actor"
"Lisa Wilcox",5,1,"Lower","Actor"
"Lisa Zane",4.9,1,"Lower","Actor"
"Lisanne Falk",7.8,1,"Medium","Actor"
"Litefoot",5.9,1,"Lower","Actor"
"Liv Tyler",6.64,5,"Medium","Actor"
"Liza Minnelli",7.4,2,"Medium","Actor"
"Lizzy Caplan",6.8,2,"Medium","Actor"
"LL Cool J",6.35,2,"Medium","Actor"
"Lloyd Berry",6.2,1,"Medium","Actor"
"Lloyd Bridges",6.5,1,"Medium","Actor"
"Lloyd Owen",5.2,1,"Lower","Actor"
"Logan Lerman",6.66666666666667,6,"Medium","Actor"
"Lois Chiles",6.05,2,"Medium","Actor"
"Lolita Davidovich",5.9,1,"Lower","Actor"
"Lonette McKee",6.4,1,"Medium","Actor"
"Loretta Devine",5.5,1,"Lower","Actor"
"Lori Petty",5.45,2,"Lower","Actor"
"Lorna Raver",6.7,1,"Medium","Actor"
"Lorraine Nicholson",7.1,1,"Medium","Actor"
"Lorraine Pilkington",7,1,"Medium","Actor"
"Loryn Locklin",5.8,1,"Lower","Actor"
"Lou Diamond Phillips",6.56666666666667,3,"Medium","Actor"
"Lou Romano",8,1,"Top","Actor"
"Lou Taylor Pucci",6.5,1,"Medium","Actor"
"Louis Garrel",7.2,1,"Medium","Actor"
"Louis Jourdan",6,2,"Medium","Actor"
"Louise Bourgoin",6.2,1,"Medium","Actor"
"Louise Delamere",5.4,1,"Lower","Actor"
"Louise Fletcher",6.33333333333333,3,"Medium","Actor"
"Lubna Azabal",6.1,1,"Medium","Actor"
"Luca Argentero",5.6,1,"Lower","Actor"
"Lucas Black",6.6,2,"Medium","Actor"
"Lucy Gutteridge",7.2,1,"Medium","Actor"
"Lucy Liu",6.61428571428571,7,"Medium","Actor"
"Ludivine Sagnier",7.15,2,"Medium","Actor"
"Luenell",7.3,1,"Medium","Actor"
"Luis Fernando Peña",5.9,1,"Lower","Actor"
"Luis Guzmán",6.15,4,"Medium","Actor"
"Luis Tosar",7.7,1,"Medium","Actor"
"Lukas Haas",7.5,1,"Medium","Actor"
"Luke Askew",8.2,1,"Top","Actor"
"Luke Edwards",6,1,"Medium","Actor"
"Luke Evans",6.4,1,"Medium","Actor"
"Luke Wilson",6.57142857142857,7,"Medium","Actor"
"Lumi Cavazos",7.25,2,"Medium","Actor"
"Lupita Nyongo",8.3,1,"Top","Actor"
"Lyndsy Fonseca",5.6,1,"Lower","Actor"
"Lynn Collins",6.6,1,"Medium","Actor"
"Lynn Redgrave",7.6,1,"Medium","Actor"
"Lysette Anthony",6,1,"Medium","Actor"
"M. Emmet Walsh",6,1,"Medium","Actor"
"Macaulay Culkin",6.26,5,"Medium","Actor"
"Mackenzie Crook",5.9,1,"Lower","Actor"
"Mädchen Amick",7.2,1,"Medium","Actor"
"Madeleine Stowe",7.3,4,"Medium","Actor"
"Madeline Carroll",6.85,2,"Medium","Actor"
"Madeline Kahn",6.96666666666667,3,"Medium","Actor"
"Madhavan",8.5,1,"Top","Actor"
"Madhuri Dixit",7.6,1,"Medium","Actor"
"Madison Eginton",7.3,1,"Medium","Actor"
"Madison Pettis",6.2,1,"Medium","Actor"
"Madonna",6.4,3,"Medium","Actor"
"Mads Mikkelsen",7.2,4,"Medium","Actor"
"Mae Clarke",8,1,"Top","Actor"
"Mae Marsh",7.45,2,"Medium","Actor"
"Mae Questel",6.4,1,"Medium","Actor"
"Mae Whitman",5.93333333333333,3,"Lower","Actor"
"Maggie Grace",7,2,"Medium","Actor"
"Maggie Gyllenhaal",7,3,"Medium","Actor"
"Maggie Smith",6.85714285714286,7,"Medium","Actor"
"Maia Morgenstern",7.1,1,"Medium","Actor"
"Maiara Walsh",3.2,1,"Poor","Actor"
"Mako",6.4,1,"Medium","Actor"
"Malcolm McDowell",6.525,4,"Medium","Actor"
"Malin Åkerman",6.1,1,"Medium","Actor"
"Mandy Moore",6.93333333333333,3,"Medium","Actor"
"Mandy Patinkin",7,3,"Medium","Actor"
"Mara Wilson",6.8,1,"Medium","Actor"
"Marc Anthony",7.8,1,"Medium","Actor"
"Marc Singer",3.6,1,"Poor","Actor"
"Marcel Hillaire",7.3,1,"Medium","Actor"
"Marcel Iureș",5.8,2,"Lower","Actor"
"Marcia Gay Harden",6.75,4,"Medium","Actor"
"Marcin Dorociński",4.9,1,"Lower","Actor"
"Marco Leonardi",6.05,2,"Medium","Actor"
"Marcus Gilbert",7.6,1,"Medium","Actor"
"Marg Helgenberger",4.2,1,"Lower","Actor"
"Margaret Avery",7.8,1,"Medium","Actor"
"Margaret Cho",7.7,1,"Medium","Actor"
"Margaret Field",5.8,1,"Lower","Actor"
"Margot Kidder",7.2,2,"Medium","Actor"
"Margot Robbie",8.4,1,"Top","Actor"
"Maria Bello",6.425,4,"Medium","Actor"
"María Conchita Alonso",6.6,1,"Medium","Actor"
"Maria Pitillo",5.3,1,"Lower","Actor"
"Marianne Hagan",4.9,1,"Lower","Actor"
"Marianne Jean-Baptiste",8,1,"Top","Actor"
"Marie-Josée Croze",8.1,1,"Top","Actor"
"Mariette Hartley",7.6,1,"Medium","Actor"
"Marilyn Chambers",6.4,1,"Medium","Actor"
"Marilyn Monroe",7.6,3,"Medium","Actor"
"Mario Casas",6.3,1,"Medium","Actor"
"Mario Van Peebles",4.55,2,"Lower","Actor"
"Marion Cotillard",6.3,3,"Medium","Actor"
"Marion Mack",8.3,1,"Top","Actor"
"Marisa Berenson",8.1,1,"Top","Actor"
"Marisa Paredes",7.5,1,"Medium","Actor"
"Marisa Tomei",6.71428571428571,7,"Medium","Actor"
"Marisol Nichols",7.5,1,"Medium","Actor"
"Mark Addy",6.06666666666667,3,"Medium","Actor"
"Mark Blum",6.5,1,"Medium","Actor"
"Mark Dacascos",6.9,1,"Medium","Actor"
"Mark Damon",7,1,"Medium","Actor"
"Mark DeCarlo",6,1,"Medium","Actor"
"Mark Duplass",7.1,1,"Medium","Actor"
"Mark Fredrichs",6.4,1,"Medium","Actor"
"Mark Hadlow",6.7,1,"Medium","Actor"
"Mark Hamill",8.63333333333333,3,"Top","Actor"
"Mark Harmon",6.1,1,"Medium","Actor"
"Mark Lee",7.6,1,"Medium","Actor"
"Mark Margolis",7.5,1,"Medium","Actor"
"Mark Rolston",4,1,"Poor","Actor"
"Mark Ruffalo",6.98181818181818,11,"Medium","Actor"
"Mark Strong",7.025,4,"Medium","Actor"
"Mark Wahlberg",6.605,20,"Medium","Actor"
"Mark Webber",6.7,1,"Medium","Actor"
"Marlene Dietrich",7,1,"Medium","Actor"
"Marley Shelton",6,1,"Medium","Actor"
"Marlon Brando",7.1875,8,"Medium","Actor"
"Marlon Wayans",5.36666666666667,3,"Lower","Actor"
"Marny Eng",5.4,1,"Lower","Actor"
"Marsha Mason",6.25,2,"Medium","Actor"
"Marshall Bell",7.4,1,"Medium","Actor"
"Martin Balsam",7.65,2,"Medium","Actor"
"Martin Clunes",6.9,1,"Medium","Actor"
"Martin Donovan",6.5,1,"Medium","Actor"
"Martin Freeman",7.25,4,"Medium","Actor"
"Martin Henderson",6.7,3,"Medium","Actor"
"Martin Kemp",5.5,1,"Lower","Actor"
"Martin Landau",7.7,3,"Medium","Actor"
"Martin Lawrence",5.84545454545455,11,"Lower","Actor"
"Martin Sheen",6.76666666666667,3,"Medium","Actor"
"Martin Short",5.66666666666667,3,"Lower","Actor"
"Martin Starr",6.8,1,"Medium","Actor"
"Martin Stephens",7.3,1,"Medium","Actor"
"Martina Gedeck",7.4,1,"Medium","Actor"
"Marton Csokas",5.5,1,"Lower","Actor"
"Marty Feldman",8.1,1,"Top","Actor"
"Marvin Chatinover",6.4,1,"Medium","Actor"
"Mary Astor",7.75,2,"Medium","Actor"
"Mary Crosby",5.6,1,"Lower","Actor"
"Mary Elizabeth Mastrantonio",7.3,2,"Medium","Actor"
"Mary Elizabeth Winstead",6.55,2,"Medium","Actor"
"Mary Gibbs",8.1,1,"Top","Actor"
"Mary Jane Bostic",6.4,1,"Medium","Actor"
"Mary Kay Bergman",7.8,1,"Medium","Actor"
"Mary Kay Place",6,2,"Medium","Actor"
"Mary McCormack",6.95,2,"Medium","Actor"
"Mary McDonnell",8,1,"Top","Actor"
"Mary Steenburgen",7.06666666666667,3,"Medium","Actor"
"Mary Stuart Masterson",7,1,"Medium","Actor"
"Mary Tyler Moore",7.9,1,"Medium","Actor"
"Mary Ure",7.7,1,"Medium","Actor"
"Mary-Kate Olsen",5.5,1,"Lower","Actor"
"Mary-Louise Parker",6.65,2,"Medium","Actor"
"Mason Cook",3.6,1,"Poor","Actor"
"Mason Gamble",5.4,1,"Lower","Actor"
"Mathieu Amalric",7.125,4,"Medium","Actor"
"Mathieu Kassovitz",8.5,1,"Top","Actor"
"Matt Clark",5,1,"Lower","Actor"
"Matt Damon",7.25185185185185,27,"Medium","Actor"
"Matt Dillon",7.1875,8,"Medium","Actor"
"Matt Lanter",3.7,3,"Poor","Actor"
"Matt LeBlanc",5,1,"Lower","Actor"
"Matt McCoy",6.5,1,"Medium","Actor"
"Matt Stone",7.06666666666667,3,"Medium","Actor"
"Matthew Broderick",6.42222222222222,9,"Medium","Actor"
"Matthew Davis",6.35,2,"Medium","Actor"
"Matthew Fox",6.85,2,"Medium","Actor"
"Matthew Goode",6.85,2,"Medium","Actor"
"Matthew Lillard",5.9,5,"Lower","Actor"
"Matthew Macfadyen",7.6,2,"Medium","Actor"
"Matthew McConaughey",6.87692307692308,13,"Medium","Actor"
"Matthew Modine",6.68333333333333,6,"Medium","Actor"
"Matthew Perry",6.05,2,"Medium","Actor"
"Matthias Schoenaerts",7.5,1,"Medium","Actor"
"Maud Adams",6.6,1,"Medium","Actor"
"Maura Tierney",6.05,2,"Medium","Actor"
"Maureen OHara",7.9,1,"Medium","Actor"
"Maureen OSullivan",8.2,1,"Top","Actor"
"Maurice Evans",6.1,1,"Medium","Actor"
"Maury Chaykin",5.7,1,"Lower","Actor"
"Max Burkholder",5.5,1,"Lower","Actor"
"Max Martini",8,1,"Top","Actor"
"Max Minghella",7.2,1,"Medium","Actor"
"Max Records",6.8,1,"Medium","Actor"
"Max Thieriot",6.3,1,"Medium","Actor"
"Max von Sydow",6.86,5,"Medium","Actor"
"Maximilian Schell",6.75,2,"Medium","Actor"
"May McAvoy",8.1,1,"Top","Actor"
"Maya Rudolph",6.83333333333333,3,"Medium","Actor"
"Meat Loaf",8.9,1,"Top","Actor"
"Meg Foster",6.3,2,"Medium","Actor"
"Meg Ryan",6.61818181818182,11,"Medium","Actor"
"Meg Tilly",6.25,2,"Medium","Actor"
"Megan Cavanagh",6,1,"Medium","Actor"
"Megan Fox",6.6,2,"Medium","Actor"
"Mekhi Phifer",5.86666666666667,3,"Lower","Actor"
"Mel Brooks",6.86666666666667,3,"Medium","Actor"
"Mel Ferrer",6.8,1,"Medium","Actor"
"Mel Gibson",6.84583333333333,24,"Medium","Actor"
"Mel Harris",5.9,1,"Lower","Actor"
"Melanie Griffith",6.26666666666667,3,"Medium","Actor"
"Melanie Kinnaman",4.5,1,"Lower","Actor"
"Mélanie Laurent",7.2,1,"Medium","Actor"
"Melanie Lynskey",7.5,1,"Medium","Actor"
"Mélanie Thierry",6.8,2,"Medium","Actor"
"Melinda Clarke",5.9,1,"Lower","Actor"
"Melissa George",6.425,4,"Medium","Actor"
"Melissa Leo",6.2,1,"Medium","Actor"
"Melissa McCarthy",6.2,2,"Medium","Actor"
"Melora Hardin",4.1,1,"Lower","Actor"
"Melora Walters",7.7,1,"Medium","Actor"
"Melvyn Douglas",7.95,2,"Medium","Actor"
"Mena Suvari",4.7,1,"Lower","Actor"
"Mercedes Ruehl",7.6,1,"Medium","Actor"
"Meryl Streep",7.08333333333333,18,"Medium","Actor"
"Meshach Taylor",3.8,1,"Poor","Actor"
"Method Man",4.2,1,"Lower","Actor"
"Mia Farrow",7.85,2,"Medium","Actor"
"Mia Kirshner",6.2,1,"Medium","Actor"
"Mia Sara",6.85,2,"Medium","Actor"
"Mia Wasikowska",6.7,2,"Medium","Actor"
"Micah Sloat",6.4,1,"Medium","Actor"
"Michael Anderson Jr.",6.5,1,"Medium","Actor"
"Michael Angarano",6.15,2,"Medium","Actor"
"Michael B. Jordan",6.7,2,"Medium","Actor"
"Michael Beck",7.7,1,"Medium","Actor"
"Michael Biehn",7,5,"Medium","Actor"
"Michael Bowen",6.6,1,"Medium","Actor"
"Michael C. Williams",6.4,1,"Medium","Actor"
"Michael Caine",7.28823529411765,17,"Medium","Actor"
"Michael Cera",6.68,5,"Medium","Actor"
"Michael Chekhov",7.7,1,"Medium","Actor"
"Michael Clarke Duncan",7,2,"Medium","Actor"
"Michael Craig",6.6,1,"Medium","Actor"
"Michael Crawford",6.5,1,"Medium","Actor"
"Michael D. Roberts",5.6,1,"Lower","Actor"
"Michael Douglas",6.825,16,"Medium","Actor"
"Michael Ealy",6.4,1,"Medium","Actor"
"Michael Fassbender",6.9,7,"Medium","Actor"
"Michael Gambon",7.5,1,"Medium","Actor"
"Michael Gough",7.5,1,"Medium","Actor"
"Michael Graham Cox",7.7,1,"Medium","Actor"
"Michael Gross",4.45,2,"Lower","Actor"
"Michael Ironside",6.05,2,"Medium","Actor"
"Michael J. Fox",6.8875,8,"Medium","Actor"
"Michael J. Pollard",7.9,1,"Medium","Actor"
"Michael Jackson",5.1,1,"Lower","Actor"
"Michael Jai White",6.43333333333333,3,"Medium","Actor"
"Michael Jeter",5.8,2,"Lower","Actor"
"Michael Jordan",6.1,1,"Medium","Actor"
"Michael Keaton",6.55,6,"Medium","Actor"
"Michael Landes",6.2,1,"Medium","Actor"
"Michael Lonsdale",6.7,2,"Medium","Actor"
"Michael Madsen",6.66,5,"Medium","Actor"
"Michael McGlone",6.1,1,"Medium","Actor"
"Michael McKean",8,1,"Top","Actor"
"Michael Moore",7.66666666666667,3,"Medium","Actor"
"Michael Moriarty",5.9,1,"Lower","Actor"
"Michael Murphy",6.63333333333333,3,"Medium","Actor"
"Michael Nouri",6,1,"Medium","Actor"
"Michael Nyqvist",6.4,3,"Medium","Actor"
"Michael Parks",6.2,1,"Medium","Actor"
"Michael Pitt",6.8,2,"Medium","Actor"
"Michael Preston",7.6,1,"Medium","Actor"
"Michael Rapaport",6.95,2,"Medium","Actor"
"Michael Rispoli",5.5,1,"Lower","Actor"
"Michael Rooker",5.83333333333333,3,"Lower","Actor"
"Michael Schoeffling",7.2,1,"Medium","Actor"
"Michael Shannon",6.78,5,"Medium","Actor"
"Michael Sheen",7.025,4,"Medium","Actor"
"Michael Showalter",6.8,1,"Medium","Actor"
"Michael Stuhlbarg",7,1,"Medium","Actor"
"Michael T. Weiss",4,1,"Poor","Actor"
"Michael V. Gazzo",5.9,1,"Lower","Actor"
"Michael Vartan",6.23333333333333,3,"Medium","Actor"
"Michael Wincott",6.55,2,"Medium","Actor"
"Michael York",7.1,3,"Medium","Actor"
"Michaela Watkins",6.8,1,"Medium","Actor"
"Michel Barrette",7.7,1,"Medium","Actor"
"Michel Bouquet",7.3,1,"Medium","Actor"
"Michel Piccoli",7.8,1,"Medium","Actor"
"Michelan Sisti",5.9,1,"Lower","Actor"
"Michele Riondino",7.2,1,"Medium","Actor"
"Michelle Monaghan",6.9875,8,"Medium","Actor"
"Michelle Morgan",5.8,1,"Lower","Actor"
"Michelle Nicastro",6.4,1,"Medium","Actor"
"Michelle Nolden",7.1,1,"Medium","Actor"
"Michelle Pfeiffer",6.8,15,"Medium","Actor"
